name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
Geoffrey Rush,1951,sapiens,ours,authenticated,-27.566667,151.95,Toowoomba,AU,Actor,bourgeois-mitchell-amir-kedzierski,Pantheon
Ralph Fiennes,1962,sapiens,ours,authenticated,52.059444,1.155556,Ipswich,GB,Actor,arnaud-macejkovic-ege-lischka,Pantheon
Woody Harrelson,1961,sapiens,ours,authenticated,32,-102.1,"Midland, TX",US,Actor,duval-howe-maria-molitor,Pantheon
Adam Sandler,1966,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Actor,brun-kuphal-thorge-thieke,Pantheon
Javier Bardem,1969,sapiens,ours,authenticated,28.15,-15.416667,Las Palmas,ES,Actor,colin-lemke-felix-henry,Pantheon
Ed Harris,1950,sapiens,ours,authenticated,40.891197,-73.972515,"Englewood, NJ",US,Actor,remy-will-hennes-de,Pantheon
Saint James the Great,1,sapiens,ours,authenticated,32.91,35.631,"Bethsaida, Galilee",IL,Religious Figure,leclercq-oberbrunner-eleni-kreissig,Pantheon
Tom Wilkinson,1948,sapiens,ours,authenticated,53.799722,-1.549167,Leeds,GB,Actor,rousseau-ernser-matteo-bruder,Pantheon
Raoul Wallenberg,1912,sapiens,ours,authenticated,59.366667,18.15,Lidingö Municipality,SE,Diplomat,carre-weissnat-arian-soller,Pantheon
Mohamed ElBaradei,1942,sapiens,ours,authenticated,30.05,31.233333,Cairo,EG,Diplomat,lucas-kertzmann-evelin-lepthin,Pantheon
Frederick VII of Denmark,1808,sapiens,ours,authenticated,55.676111,12.568333,Copenhagen,DK,Politician,aubert-mayer-ayman-gamlin,Pantheon
Xenocrates,-396,sapiens,ours,authenticated,40.983333,29.033333,Chalcedon,TR,Philosopher,roy-johnston-emilio-dauer,Pantheon
Gabriela Mistral,1889,sapiens,ours,authenticated,-33,-71.516667,Vicuña,CL,Writer,lemoine-morar-henrick-mewes,Pantheon
Chaka Khan,1953,sapiens,ours,authenticated,42.322222,-87.854444,"Chicago, IL",US,Musician,giraud-mc-glynn-gianluca-salzer,Pantheon
Peter Medawar,1915,sapiens,ours,authenticated,-22.505,-43.178889,Petrópolis,BR,Biologist,simon-bernhard-laureen-jasper,Pantheon
David Alfaro Siqueiros,1896,sapiens,ours,authenticated,28.635278,-106.088889,Chihuahua,MX,Painter,da-silva-paucek-domenik-schmitt,Pantheon
Léopold Sédar Senghor,1906,sapiens,ours,authenticated,14.166667,-16.833333,Joal-Fadiouth,SN,Writer,breton-wilderman-hagen-polizzi,Pantheon
Jerry Seinfeld,1954,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Comedian,rousseau-fadel-theodor-berning,Pantheon
Cannonball Adderley,1928,sapiens,ours,authenticated,27.968056,-82.476389,"Tampa, FL",US,Musician,colin-legros-gabriel-rink,Pantheon
Gerd Müller,1945,sapiens,ours,authenticated,48.85,10.5,Nördlingen,DE,Soccer Player,rolland-mac-gyver-kaya-matthes,Pantheon
Sienna Guillory,1975,sapiens,ours,authenticated,52.39312,-0.72292,Kettering,GB,Actor,julien-schmitt-yannik-uibel,Pantheon
Larry David,1947,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Actor,pons-waelchi-milla-bromme,Pantheon
Jean Buridan,1295,sapiens,ours,authenticated,50.5303,2.6408,Béthune,FR,Philosopher,durand-beatty-benedikt-ekpo,Pantheon
Kaspar Hauser,1812,sapiens,ours,authenticated,,,Other,UNK,Celebrity,guerin-feest-matilda-pinnock,Pantheon
Harold Lloyd,1893,sapiens,ours,authenticated,40.148611,-96.348056,"Burchard, NE",US,Actor,noel-jones-hassan-stahl,Pantheon
Walther Funk,1890,sapiens,ours,authenticated,54.568611,22.446111,Danzkehmen,RU,Politician,bertrand-brown-sabrina-franke,Pantheon
Henry Way Kendall,1926,sapiens,ours,authenticated,42.358056,-71.063611,"Boston, MA",US,Physicist,roussel-gerhold-mathis-wassilew,Pantheon
Johann Ludwig Tieck,1773,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Writer,morin-goyette-aleyna-surth,Pantheon
Tim Rice,1944,sapiens,ours,authenticated,51.6769,-0.6034,Amersham,GB,Musician,perrin-gleichner-antonio-burkhard,Pantheon
Zoltán Kodály,1882,sapiens,ours,authenticated,46.906111,19.689722,Kecskemét,HU,Composer,renard-lueilwitz-juliana-walton,Pantheon
Dennis Gabor,1900,sapiens,ours,authenticated,47.4925,19.051389,Budapest,HU,Physicist,deschamps-schiller-jonas-gerdel,Pantheon
Kjell Magne Bondevik,1947,sapiens,ours,authenticated,62.756389,7.238611,Molde,NO,Politician,jean-kling-rebecca-neuendorf,Pantheon
Luitzen Egbertus Jan Brouwer,1881,sapiens,ours,authenticated,51.933333,4.433333,Overschie,NL,Mathematician,picard-muller-giuliana-rehwagen,Pantheon
Joannes,423,sapiens,ours,authenticated,,,Other,UNK,Politician,meunier-kiehn-linus-hertel,Pantheon
Ayumi Hamasaki,1978,sapiens,ours,authenticated,33.583333,130.4,Fukuoka,JP,Singer,lucas-kessler-leif-blaschek,Pantheon
Samuel P. Huntington,1927,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Political Scientist,fabre-o-keefe-ivan-porth,Pantheon
Erykah Badu,1971,sapiens,ours,authenticated,32.775833,-96.796667,"Dallas, TX",US,Musician,bernard-anderson-lola-cors,Pantheon
Pete Seeger,1919,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Musician,dupuy-von-sonke-barylla,Pantheon
Miguel de Unamuno,1864,sapiens,ours,authenticated,43.256944,-2.923611,Bilbao,ES,Philosopher,schneider-wintheiser-levi-sack,Pantheon
Belshazzar,-600,sapiens,ours,authenticated,,,Other,UNK,Religious Figure,bonnet-denesik-stella-burklein,Pantheon
Franz Marc,1880,sapiens,ours,authenticated,48.133333,11.566667,Munich,DE,Artist,schneider-windler-lola-schwennen,Pantheon
Enoch,-3500,sapiens,ours,authenticated,,,Other,UNK,Religious Figure,gerard-heidenreich-christina-zekl,Pantheon
Lindsay Davenport,1976,sapiens,ours,authenticated,33.758647,-118.345844,"Los Angeles, CA",US,Tennis Player,faure-emmerich-lola-kappler,Pantheon
Rosa Luxemburg,1871,sapiens,ours,authenticated,50.720556,23.258611,Zamość,PL,Social Activist,duval-howe-fabian-orth,Pantheon
Ferdinand von Zeppelin,1838,sapiens,ours,authenticated,47.666667,9.183333,Konstanz,DE,Businessperson,petit-bauch-henrike-verzi,Pantheon
Michel Houellebecq,1956,sapiens,ours,authenticated,-21.114444,55.5325,Réunion,FR,Writer,lefevre-cremin-marwin-uhlemann,Pantheon
Roger Waters,1943,sapiens,ours,authenticated,51.278,-0.373,Great Bookham,GB,Musician,colin-lehner-jamila-heinig,Pantheon
Edward G. Robinson,1893,sapiens,ours,authenticated,44.4325,26.103889,Bucharest,RO,Actor,charpentier-toy-talea-balkow,Pantheon
Paul Stanley,1952,sapiens,ours,authenticated,40.790278,-73.959722,"New York, NY",US,Musician,breton-wilderman-leyla-haaf,Pantheon
Étienne Bonnot de Condillac,1715,sapiens,ours,authenticated,45.2002,5.7222,Grenoble,FR,Philosopher,paul-watsica-carla-esenwein,Pantheon
Bohuslav Martinů,1890,sapiens,ours,authenticated,49.715,16.2675,Polička,CZ,Composer,baron-vandervort-katrin-horak,Pantheon
Nicolas Malebranche,1638,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Philosopher,cousin-zulauf-tony-gotzelmann,Pantheon
James Mill,1773,sapiens,ours,authenticated,,,Angus,GB,Economist,giraud-mc-dermott-liam-soller,Pantheon
Yamagata Aritomo,1838,sapiens,ours,authenticated,34.4,131.4,Hagi,JP,Military Personnel,guerin-ferry-bennet-leiwesmeier,Pantheon
Matsukata Masayoshi,1835,sapiens,ours,authenticated,31.6,130.55,Kagoshima,JP,Politician,dumont-gutmann-ines-daubner,Pantheon
Okuma Shigenobu,1838,sapiens,ours,authenticated,33.266667,130.3,Saga,JP,Politician,simon-bernier-gian-jaros,Pantheon
Hayato Ikeda,1899,sapiens,ours,authenticated,34.333333,132.916667,Takehara,JP,Politician,robin-harris-timon-plank,Pantheon
Eisaku Sato,1901,sapiens,ours,authenticated,33.95,132.033333,Tabuse,JP,Politician,andre-cormier-heidi-sujew,Pantheon
Kakuei Tanaka,1918,sapiens,ours,authenticated,,,Niigata,JP,Politician,royer-treutel-natalie-kopf,Pantheon
Yasuhiro Nakasone,1918,sapiens,ours,authenticated,36.316667,139,Takasaki,JP,Politician,maillard-schuster-elanur-uhrig,Pantheon
Conan O'Brien,1963,sapiens,ours,authenticated,42.331667,-71.121667,"Boston, MA",US,Presenter,barbier-kulas-joris-schuldt,Pantheon
James Chadwick,1891,sapiens,ours,authenticated,53.298,-2.093,Bollington,GB,Physicist,paul-ward-valentin-boxhammer,Pantheon
Roland Barthes,1915,sapiens,ours,authenticated,49.63,-1.62,Cherbourg-Octeville,FR,Philosopher,fournier-cole-helen-schwirkschlies,Pantheon
"Henri, Comte de Chambord",1820,sapiens,ours,authenticated,48.862222,2.3325,Paris,FR,Politician,nguyen-hermiston-jean-brunner,Pantheon
Fritz Haber,1868,sapiens,ours,authenticated,51.1,17.033333,Wrocław,PL,Chemist,henry-friesen-julienne-tachl,Pantheon
Carl Bosch,1874,sapiens,ours,authenticated,50.936389,6.952778,Cologne,DE,Chemist,schneider-windler-leah-rietscher,Pantheon
Christian I of Denmark,1426,sapiens,ours,authenticated,53.143889,8.213889,Oldenburg,DE,Politician,morin-gorczany-amalia-gatzka,Pantheon
Frederick I of Denmark,1471,sapiens,ours,authenticated,55.249722,9.491944,Haderslevhus,DK,Politician,carpentier-schinner-maya-edorh,Pantheon
Roger Moore,1927,sapiens,ours,authenticated,51.4633,-0.1204,Stockwell,GB,Actor,vincent-casper-juan-konow,Pantheon
Val Kilmer,1959,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,nguyen-hermann-annabell-ostwald,Pantheon
Jeff Bridges,1949,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,marchand-kohler-nela-floder,Pantheon
George Grenville,1712,sapiens,ours,authenticated,51.4995,-0.1333,London,GB,Politician,le-roux-stark-jil-welzel,Pantheon
Karl Mannheim,1893,sapiens,ours,authenticated,47.4925,19.051389,Budapest,HU,Sociologist,dupuy-von-louisa-dittmann,Pantheon
Al-Farabi,870,sapiens,ours,authenticated,42.8525,68.302778,Otrar,KZ,Philosopher,leclercq-nitzsche-josh-steinert,Pantheon
Abai Kunanbaiuli,1845,sapiens,ours,authenticated,48.944,79.266,Abay District,KZ,Writer,olivier-ortiz-catrin-grau,Pantheon
Basil of Caesarea,330,sapiens,ours,authenticated,38.733333,35.483333,Kayseri,TR,Physician,meunier-king-marwin-benecke,Pantheon
Rudolf Clausius,1822,sapiens,ours,authenticated,54.2,16.183333,Koszalin,PL,Physicist,simon-bins-giada-mordhorst,Pantheon
Anton Ivanovich Denikin,1872,sapiens,ours,authenticated,52.65,19.068056,Włocławek,PL,Military Personnel,jean-klein-amalia-klinger,Pantheon
John Cage,1912,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Composer,martin-abshire-emily-hasse,Pantheon
Zog of Albania,1895,sapiens,ours,authenticated,41,20,Albania,AL,Politician,schneider-windler-ella-hennes,Pantheon
Tom Berenger,1949,sapiens,ours,authenticated,41.836944,-87.684722,"Chicago, IL",US,Actor,morin-gorczany-kaja-poser,Pantheon
Annibale Carracci,1560,sapiens,ours,authenticated,44.5075,11.351389,Bologna,IT,Painter,clement-greenholt-lisanne-kreb,Pantheon
Gerald Durrell,1925,sapiens,ours,authenticated,22.8,86.3,Jamshedpur,IN,Social Activist,boyer-hettinger-cem-kahler,Pantheon
Cincinnatus,-519,sapiens,ours,authenticated,41.9,12.5,Roman Republic,IT,Politician,olivier-ortiz-sonja-betz,Pantheon
Alec Douglas-Home,1903,sapiens,ours,authenticated,51.508755,-0.14743,London,GB,Politician,menard-sanford-riccardo-reimann,Pantheon
Karl Lagerfeld,1933,sapiens,ours,authenticated,53.565278,10.001389,Hamburg,DE,Fashion Designer,julien-schneider-ivan-lauren,Pantheon
László Moholy-Nagy,1895,sapiens,ours,authenticated,46.1,19.15,Bácsborsód,HU,Designer,perrot-wisoky-romy-schuff,Pantheon
Vernon L. Smith,1927,sapiens,ours,authenticated,37.688889,-97.336111,"Wichita, KS",US,Economist,duval-howe-lili-lipus,Pantheon
Adam Małysz,1977,sapiens,ours,authenticated,49.654914,18.859508,Wisła,PL,Skier,joly-howell-sammy-gradzki,Pantheon
Jules Grévy,1807,sapiens,ours,authenticated,46.9811,5.6031,Mont-sous-Vaudrey,FR,Politician,marchand-kohler-delia-daimer,Pantheon
David Gilmour,1946,sapiens,ours,authenticated,52.179,0.095,Grantchester,GB,Musician,hubert-pfannerstill-julien-langfeld,Pantheon
Bartolomé Estéban Murillo,1617,sapiens,ours,authenticated,37.377222,-5.986944,Seville,ES,Artist,leclercq-nitzsche-romeo-weis,Pantheon
Thomas L. Friedman,1953,sapiens,ours,authenticated,44.948333,-93.348056,"St. Louis Park, MN",US,Writer,cousin-ziemann-raphael-erdmann,Pantheon
"John, King of Denmark",1455,sapiens,ours,authenticated,57.05,9.916667,Aalborg,DK,Politician,leclerc-mc-kenzie-klara-moguenara,Pantheon
Alexios IV Angelos,1182,sapiens,ours,authenticated,,,Other,UNK,Politician,rey-rodriguez-sinan-mau,Pantheon
Urbain Le Verrier,1811,sapiens,ours,authenticated,49.12,-1.09,Saint-Lô,FR,Mathematician,guillaume-reynolds-korinna-gruner,Pantheon
John Couch Adams,1819,sapiens,ours,authenticated,50.629,-4.506,Laneast,GB,Mathematician,philippe-nicolas-lilly-schulte,Pantheon
Amin Maalouf,1949,sapiens,ours,authenticated,33.886944,35.513056,Beirut,LB,Writer,renault-steuber-patrice-reichel,Pantheon
Dario Fo,1926,sapiens,ours,authenticated,45.866667,8.633333,Sangiano,IT,Writer,laurent-blick-taha-lang,Pantheon
Maharishi Mahesh Yogi,1918,sapiens,ours,authenticated,23.166667,79.933333,Chichli,IN,Religious Figure,pierre-littel-alma-ne,Pantheon
Marcel Marceau,1923,sapiens,ours,authenticated,48.58,7.75,Strasbourg,FR,Actor,chevalier-hand-adrian-orthmann,Pantheon
Totò,1898,sapiens,ours,authenticated,,,Naples,IT,Actor,remy-williamson-jean-werrmann,Pantheon
The Notorious B.I.G.,1972,sapiens,ours,authenticated,40.689722,-73.965278,"New York, NY",US,Singer,dupuy-volkman-marlen-fleischmann,Pantheon
Eric Bana,1968,sapiens,ours,authenticated,-37.813611,144.963056,Melbourne,AU,Actor,mathieu-goyette-laura-loska,Pantheon
Caetano Veloso,1942,sapiens,ours,authenticated,-12.546944,-38.711944,Santo Amaro,BR,Musician,legrand-douglas-daniel-sokolowski,Pantheon
Gilberto Gil,1942,sapiens,ours,authenticated,-12.974722,-38.476667,Salvador,BR,Musician,simon-bergstrom-eva-co,Pantheon
Heitor Villa-Lobos,1887,sapiens,ours,authenticated,-22.908333,-43.196389,Rio de Janeiro,BR,Composer,vasseur-sporer-angelo-zeuch,Pantheon
Viktor Frankl,1905,sapiens,ours,authenticated,48.210278,16.412222,Leopoldstadt,AT,Psychologist,duval-hoppe-anja-schahbasian,Pantheon
Princess Beatrice of York,1988,sapiens,ours,authenticated,51.5227,-0.1436,London,GB,Nobleman,louis-predovic-hugo-gilde,Pantheon
Ilan Ramon,1954,sapiens,ours,authenticated,32.083333,34.816667,Ramat Gan,IL,Astronaut,schneider-wintheiser-mathilda-wittich,Pantheon
Kalpana Chawla,1961,sapiens,ours,authenticated,29.69,76.98,Karnal,IN,Astronaut,boyer-hilll-elina-galander,Pantheon
Earl Warren,1891,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Judge,berger-runolfsdottir-chris-stengl,Pantheon
Friedrich Wilhelm Joseph Schelling,1775,sapiens,ours,authenticated,48.801389,9.013056,Leonberg,DE,Philosopher,colin-lehner-fatma-gierisch,Pantheon
Ludwig Andreas Feuerbach,1804,sapiens,ours,authenticated,,,Landshut,DE,Philosopher,martinez-donnelly-nathalie-schonberg,Pantheon
Sextus Empiricus,160,sapiens,ours,authenticated,,,Other,UNK,Philosopher,pierre-littel-julina-hermann,Pantheon
August Wilhelm von Schlegel,1767,sapiens,ours,authenticated,52.366667,9.716667,Hanover,DE,Writer,guyot-wuckert-enrico-zipse,Pantheon
Hans Eysenck,1916,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Psychologist,riviere-ratke-hanna-schaffel,Pantheon
"Arthur, Prince of Wales",1486,sapiens,ours,authenticated,51.0613,-1.3134,Winchester,GB,Nobleman,charles-prosacco-elena-gollnow,Pantheon
Marie Dressler,1868,sapiens,ours,authenticated,43.966667,-78.166667,Cobourg,CA,Actor,schmitt-larson-enya-schedler,Pantheon
Helen Hayes,1900,sapiens,ours,authenticated,,,"Washington, D.C.",US,Actor,carpentier-schmidt-linn-matschke,Pantheon
John Rhys-Davies,1944,sapiens,ours,authenticated,51.8,-3.993,Ammanford,GB,Actor,fournier-cole-mads-gastel,Pantheon
Christopher Nolan,1970,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Film Director,leroy-becker-moritz-chapron,Pantheon
Guy Pearce,1967,sapiens,ours,authenticated,52.4,0.26,Ely,GB,Actor,menard-rutherford-jesse-knorr,Pantheon
Murad V,1840,sapiens,ours,authenticated,41.01224,28.976018,Istanbul,TR,Politician,le-gall-reichert-timm-eberhard,Pantheon
Burt Reynolds,1936,sapiens,ours,authenticated,42.733611,-84.546667,"Lansing, MI",US,Actor,roger-jaskolski-robert-soboll,Pantheon
Léo Delibes,1836,sapiens,ours,authenticated,47.6959,-0.0747,La Flèche,FR,Composer,marie-kub-davide-hensel,Pantheon
Gebhard Leberecht von Blücher,1742,sapiens,ours,authenticated,54.083333,12.133333,Rostock,DE,Military Personnel,schneider-windler-kian-dreier,Pantheon
Liam Gallagher,1972,sapiens,ours,authenticated,53.4258,-2.2108,Burnage,GB,Musician,carpentier-schinner-fabian-ritschel,Pantheon
Ernst Zermelo,1871,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Mathematician,mathieu-graham-aurelia-gerson,Pantheon
Arundhati Roy,1961,sapiens,ours,authenticated,25.5667,91.8833,Assam,IN,Writer,riviere-rau-jari-pusch,Pantheon
Joaquin Phoenix,1974,sapiens,ours,authenticated,,,San Juan,PR,Actor,nicolas-gislason-mathis-kaiser,Pantheon
Félix Faure,1841,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Politician,lambert-dare-luzie-jeorga,Pantheon
Edward Burne-Jones,1833,sapiens,ours,authenticated,52.483056,-1.893611,Birmingham,GB,Artist,masson-hartmann-catharina-byrd,Pantheon
Cesare Lombroso,1835,sapiens,ours,authenticated,45.433333,10.983333,Verona,IT,Physician,dupuy-von-rueden-allegra-abraham,Pantheon
Rio Ferdinand,1978,sapiens,ours,authenticated,51.4678,-0.0902,Denmark Hill,GB,Soccer Player,caron-marquardt-sina-wanner,Pantheon
Jiddu Krishnamurti,1895,sapiens,ours,authenticated,13.55,78.5,Madanapalle,IN,Philosopher,aubert-mayert-sven-ahrens,Pantheon
Lana Turner,1921,sapiens,ours,authenticated,47.473056,-115.925,"Wallace, ID",US,Actor,royer-tremblay-mirja-radler,Pantheon
Friedrich Daniel Ernst Schleiermacher,1768,sapiens,ours,authenticated,51.1,17.033333,Wrocław,PL,Philosopher,duval-howe-ceyda-preuss,Pantheon
Traci Lords,1968,sapiens,ours,authenticated,40.35,-80.616667,"Steubenville, OH",US,Pornographic Actor,lambert-dare-ricardo-kinadeter,Pantheon
Newt Gingrich,1943,sapiens,ours,authenticated,40.269722,-76.875556,"Harrisburg, PA",US,Politician,blanc-farrell-mikail-linke,Pantheon
José Sarney,1930,sapiens,ours,authenticated,-2.520833,-45.082778,Pinheiro,BR,Politician,morin-goyette-nisa-kleinmann,Pantheon
Sergei Bondarchuk,1920,sapiens,ours,authenticated,,,Bilozirka,UA,Film Director,fleury-sawayn-carina-priemer,Pantheon
Emile Verhaeren,1855,sapiens,ours,authenticated,51.05,4.2,Sint-Amands,BE,Writer,giraud-mc-cullough-korbinian-ritschel,Pantheon
Burt Bacharach,1928,sapiens,ours,authenticated,39.099722,-94.578333,"Kansas City, MO",US,Musician,perrot-witting-aliyah-gohler,Pantheon
Florence Griffith-Joyner,1959,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Athlete,perez-kling-konstantin-spielvogel,Pantheon
Isaac Babel,1894,sapiens,ours,authenticated,46.466667,30.733333,Odessa,UA,Writer,adam-rice-kerem-leibold,Pantheon
Heinrich Wilhelm Matthäus Olbers,1758,sapiens,ours,authenticated,53.083333,8.8,Arbergen,DE,Astronomer,jean-king-finn-sommer,Pantheon
Nadine Gordimer,1923,sapiens,ours,authenticated,-26.254722,28.442778,Springs,ZA,Writer,renaud-monahan-jane-voelkel,Pantheon
Tullus Hostilius,-700,sapiens,ours,authenticated,,,Other,UNK,Politician,maillard-schuster-lia-kohrbruck,Pantheon
Alfred Graf von Schlieffen,1833,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Military Personnel,breton-wiegand-marvin-schelk,Pantheon
Béla Kun,1886,sapiens,ours,authenticated,47.418056,23.286667,Lele,RO,Politician,pons-walker-rico-lokar,Pantheon
Simone Weil,1909,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Philosopher,guillot-rath-linda-keutel,Pantheon
James LaBrie,1963,sapiens,ours,authenticated,44.766667,-79.933333,Penetanguishene,CA,Singer,marie-kshlerin-amir-jonas,Pantheon
Saint Valentine,200,sapiens,ours,authenticated,42.566667,12.65,Terni,IT,Religious Figure,perez-klocko-mattis-meissner,Pantheon
Valentino Rossi,1979,sapiens,ours,authenticated,43.716667,12.633333,Urbino,IT,Racecar Driver,hubert-pfeffer-malik-jambor,Pantheon
Gérard de Nerval,1808,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,chevalier-hand-annemarie-schuff,Pantheon
Mos Def,1973,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Singer,julien-schmidt-nele-frahmeke,Pantheon
Missy Elliott,1971,sapiens,ours,authenticated,36.831298,-76.345641,"Portsmouth, VA",US,Singer,francois-dickens-bennet-grotke,Pantheon
Anni-Frid Lyngstad,1945,sapiens,ours,authenticated,68.306389,16.744167,Ballangen,NO,Singer,schmitt-leannon-marisa-linden,Pantheon
John le Carré,1931,sapiens,ours,authenticated,50.716667,-1.983333,Poole,GB,Writer,prevost-swift-ayleen-harting,Pantheon
Erich von Manstein,1887,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Military Personnel,gauthier-grimes-cindy-reuss,Pantheon
Pierce Brosnan,1953,sapiens,ours,authenticated,53.713889,-6.350278,Drogheda,IE,Actor,le-gall-reichert-susanne-lichtenhagen,Pantheon
Johann Ludwig Burckhardt,1784,sapiens,ours,authenticated,46.519833,6.6335,Lausanne,CH,Writer,philippe-nienow-finley-bringmann,Pantheon
